task_name;contract_name;category;list_type;points;time_spent_hours;date_done;month
HubSpot Audit: Outlined Steps;PTO Exchange - Marketing Services;Tech Stack/Ops;ToDos;;;2026-02-04 21:21:01.2+00;2026-02
Develop Content Plan Document;Gallagher & Mohan - Ongoing Marketing Services - Post AGE;Content Creation;Deliverables;30;;2026-02-04 19:23:37.207+00;2026-02
Prep for meeting;Cybernetix - Creative; digital; website services;Account Management;ToDos;;;2026-02-04 19:22:50.912+00;2026-02
Create print-ready design - Swag for Women's Logistics Conference (deprioritized);WeFixFreight - Marketing services;Design/Creative;Deliverables;0;;2026-02-04 15:45:14.805+00;2026-02
Client recordings for TMR compilation;Verisk - Marketing services;Video;ToDos;;;2026-02-04 14:13:21.257+00;2026-02
Develop Marketing Roadmap Document;Milestone Towers - Aligned Growth Engine;Strategy/Research;Deliverables;60;;2026-02-04 13:58:09.543+00;2026-02
86dzg5r8b - VITAL - The Flywheel Effect - Patrick Martinez;VITAL - Marketing services;Podcast;Deliverables;10;;2026-02-04 12:04:19.95+00;2026-02
Develop web page [ABM];Data Assessment Solutions - Ongoing Marketing Services;Web Development;Deliverables;12;;2026-02-04 06:27:03.205+00;2026-02
Set up new ABM list + sequence;Agrippon - Marketing services;ABM;ToDos;;;2026-02-04 06:23:45.911+00;2026-02
Develop flyer - Mann Eye Institute [HSA];PTO Exchange - Marketing Services;Design/Creative;Deliverables;8;;2026-02-04 05:51:46.606+00;2026-02
Develop flyer - Mann Eye Institute [Retirement];PTO Exchange - Marketing Services;Design/Creative;Deliverables;8;;2026-02-04 05:48:04.189+00;2026-02
Build Roadmap;Hydrian - Marketing services;Strategy/Research;ToDos;;;2026-02-04 04:38:29.18+00;2026-02
Review ABM audience - companies spreadsheet;BioSafe - Marketing services;ABM;ToDos;;;2026-02-03 22:42:06.946+00;2026-02
Review ABM outreach sequence;BioSafe - Marketing services;ABM;ToDos;;;2026-02-03 22:42:01.619+00;2026-02
Provide feedback on ABM Life Sciences Image Ads;BioSafe - Marketing services;ABM;ToDos;;;2026-02-03 22:41:59.341+00;2026-02
Provide feedback on ABM survey questions;BioSafe - Marketing services;ABM;ToDos;;;2026-02-03 22:41:57.349+00;2026-02
Review ABM $10K offer web page;BioSafe - Marketing services;ABM;ToDos;;;2026-02-03 22:41:54.668+00;2026-02
Develop Privacy Policy Page;Powerhouse Gym - Creative; digital; website services;Web Development;Deliverables;12;;2026-02-03 22:27:07.033+00;2026-02
Provide feedback on brochure;Hydrian - Marketing services;Design/Creative;ToDos;;;2026-02-03 21:54:17.715+00;2026-02
Provide feedback on LinkedIn Carousel;Hydrian - Marketing services;Design/Creative;ToDos;;;2026-02-03 21:54:14.819+00;2026-02
Manage content (January);BioSafe - Marketing services;Content Creation;Deliverables;10;;2026-02-03 20:04:41.28+00;2026-02
AirOps workflow development - Multi social posts 2;VITAL - Marketing services;Tech Stack/Ops;ToDos;;5.0;2026-02-03 19:48:25.861+00;2026-02
Update staging site based on feedback;Rugged Robotics - Marketing services;Web Development;ToDos;;1.5;2026-02-03 19:28:56.317+00;2026-02
Review and provide feedback on ad copy for ABM Campaign (Life Science);BioSafe - Marketing services;ABM;ToDos;;;2026-02-03 19:24:03.755+00;2026-02
Tech stack (February);Syncro - Content marketing services;Tech Stack/Ops;Deliverables;11;;2026-02-03 16:58:30.877+00;2026-02
Create a dynamic Custom Field for Blog Hero images;Encamp - Brand activation project;Web Development;ToDos;;1.0;2026-02-03 16:54:50.871+00;2026-02
Check Website Hosting;Engage USA - Website Project;Web Development;ToDos;;0.3;2026-02-03 16:49:26.885+00;2026-02
Design LinkedIn Carousel (Hydrian Recap Posts);Hydrian - Marketing services;Design/Creative;Deliverables;6;;2026-02-03 14:49:55.363+00;2026-02
Create compilation video(s) for Bazaarvoice Summit;Bazaarvoice - Content marketing services;Video;Deliverables;0;;2026-02-03 13:36:29.653+00;2026-02
Distribute Episode - Ronald Beckner;VITAL - Marketing services;Podcast;Deliverables;0;;2026-02-03 10:03:20.653+00;2026-02
86dzg5pz7 - Unspoken Security - Galya Westler;AJ Nash - Podcast services;Podcast;Deliverables;12;;2026-02-03 03:12:00.148+00;2026-02
86dzdav9f - Numeric  - Incoming Statements - Allen Shim;Numeric - Podcast services;Podcast;Deliverables;15;;2026-02-03 02:04:09.437+00;2026-02
Manage ABM (January);Sedra Solutions - Marketing services;ABM;Deliverables;10;;2026-02-03 02:03:51.756+00;2026-02
Develop template pages that can be copied from existing ones;Encamp - Brand activation project;Web Development;ToDos;;6.0;2026-02-03 00:01:40.063+00;2026-02
Develop image ad creative package - Robotics ABM (updated);Ideometry;ABM;Deliverables;10;;2026-02-02 22:20:03.865+00;2026-02
Set Up ABM;Ideometry;ABM;Deliverables;10;;2026-02-02 22:19:17.832+00;2026-02
Develop pages from new designs;Encamp - Brand activation project;Web Development;ToDos;;6.0;2026-02-02 22:04:31.858+00;2026-02
Create ABM lists (ABM v4);Agrippon - Marketing services;ABM;ToDos;;;2026-02-02 21:12:37.803+00;2026-02
Update Trial Campaign;Powerhouse Gym - Creative; digital; website services;Paid Media;Deliverables;2;;2026-02-02 19:48:33.67+00;2026-02
Manage paid media (January);Techmode - Marketing services;Paid Media;Deliverables;8;;2026-02-02 19:12:14.309+00;2026-02
Conduct Alignment Meeting;Acacia Advisors - Aligned Growth Engine Launch;Account Management;Deliverables;;;2026-02-02 18:00:39.733+00;2026-02
Implement Carousel on Waste page product images;Encamp - Brand activation project;Web Development;ToDos;;1.0;2026-02-02 16:46:37.863+00;2026-02
Implement navigation bar;Encamp - Brand activation project;Web Development;ToDos;;1.0;2026-02-02 16:46:29.666+00;2026-02
Replace blog images;Rod Miller - Content marketing services;Web Development;ToDos;;0.2;2026-02-02 15:54:47.037+00;2026-02
Develop Marketing Research Document;Acacia Advisors - Aligned Growth Engine Launch;Strategy/Research;Deliverables;20;;2026-02-02 11:42:50.982+00;2026-02
Website Hosting (February);Wilburn - Content marketing services;Web Development;Deliverables;2;;2026-02-02 09:52:02.922+00;2026-02
Tech stack (February);VITAL - Marketing services;Tech Stack/Ops;Deliverables;8;;2026-02-02 09:51:52.166+00;2026-02
Tech stack (February);Verisk - Marketing services;Tech Stack/Ops;Deliverables;5;;2026-02-02 09:50:46.383+00;2026-02
Tech stack (February);Tyfone - Content marketing services;Tech Stack/Ops;Deliverables;5;;2026-02-02 09:50:32.77+00;2026-02
Website Hosting (February);Rod Miller - Content marketing services;Web Development;Deliverables;2;;2026-02-02 09:49:19.523+00;2026-02
Tech stack (February);NEACH - Content marketing services;Tech Stack/Ops;Deliverables;5;;2026-02-02 09:48:53.077+00;2026-02
Tech stack (February);Inside Tracker - Podcast services;Tech Stack/Ops;Deliverables;5;;2026-02-02 09:48:42.557+00;2026-02
Tech stack (February);Bazaarvoice - Content marketing services;Tech Stack/Ops;Deliverables;5;;2026-02-02 09:48:15.683+00;2026-02
Send test emails to Max, Axel, and Bettina;Data Assessment Solutions - Ongoing Marketing Services;Tech Stack/Ops;ToDos;;;2026-02-02 04:35:50.445+00;2026-02
Write out AI Content strategy;FoxyAI - Creative; digital; web services;Strategy/Research;ToDos;;;2026-02-02 03:35:49.679+00;2026-02
Facilitate Client Meetings - January;ThreatMark - Marketing services;Account Management;Deliverables;10;;2026-02-01 15:57:22.937+00;2026-02
Manage paid media - January;ThreatMark - Marketing services;Paid Media;Deliverables;8;;2026-02-01 15:57:13.55+00;2026-02
Tech Stack - January;ThreatMark - Marketing services;Tech Stack/Ops;Deliverables;16;;2026-02-01 15:57:11.745+00;2026-02
Manage web - January;ThreatMark - Marketing services;Web Development;Deliverables;5;;2026-02-01 15:57:09.352+00;2026-02
Manage performance reporting - January;ThreatMark - Marketing services;Performance/Reporting;Deliverables;5;;2026-02-01 15:57:05.569+00;2026-02
Create template page design;Encamp - Brand activation project;Design/Creative;ToDos;;;2026-02-01 15:57:02.273+00;2026-02
Updating Hubspot;Powerhouse Gym - Creative; digital; website services;Tech Stack/Ops;Deliverables;2;;2026-02-01 15:56:31.703+00;2026-02
Update Migration - January pages;Encamp - Brand activation project;Web Development;Deliverables;;;2026-02-01 15:56:27.121+00;2026-02
Develop social content (Fahad's Page - February);Sedra Solutions - Marketing services;Content Creation;Deliverables;10;;2026-01-31 23:07:15.386+00;2026-01
Manage paid media (January);Sedra Solutions - Marketing services;Paid Media;Deliverables;8;;2026-01-31 23:05:19.471+00;2026-01
Manage performance reporting (January);Sedra Solutions - Marketing services;Performance/Reporting;Deliverables;5;;2026-01-31 23:04:03.034+00;2026-01
Manage web (January);Sedra Solutions - Marketing services;Web Development;Deliverables;5;;2026-01-31 23:02:37.43+00;2026-01
Tech Stack (January);Sedra Solutions - Marketing services;Tech Stack/Ops;Deliverables;20;;2026-01-31 23:01:36.75+00;2026-01
Manage ABM (January);Sedra Solutions - Marketing services;ABM;Deliverables;10;;2026-01-31 22:58:14.458+00;2026-01
Facilitate Client Meetings (January);Sedra Solutions - Marketing services;Account Management;Deliverables;10;;2026-01-31 22:56:39.433+00;2026-01
Manage performance reporting (January);Planon - Marketing Services;Performance/Reporting;Deliverables;5;;2026-01-31 22:55:09.698+00;2026-01
Facilitate Client Meetings (January);Planon - Marketing Services;Account Management;Deliverables;10;;2026-01-31 22:55:04.328+00;2026-01
Tech Stack (January);Planon - Marketing Services;Tech Stack/Ops;Deliverables;19;;2026-01-31 22:55:02.33+00;2026-01
Manage SEO [January];iCorps - Marketing Services;SEO/AEO;Deliverables;5;;2026-01-31 19:20:53.873+00;2026-01
Create speaking highlight video - Josh's NACUMA AI Presentation ;Tyfone - Content marketing services;Video;Deliverables;0;;2026-01-31 07:12:23.443+00;2026-01
The Marketing Rapport - Compilation Episode (Deprioritized);Verisk - Marketing services;Podcast;Deliverables;5;;2026-01-31 05:52:01.941+00;2026-01
Draft AIO Content Plan;FoxyAI - Creative; digital; web services;Strategy/Research;Deliverables;10.5;;2026-01-31 00:12:20.004+00;2026-01
January Blog;FoxyAI - Creative; digital; web services;Content Creation;Deliverables;7;;2026-01-31 00:10:57.18+00;2026-01
Develop backend automation for ABM marketing survey ;Ideometry;ABM;Deliverables;12;;2026-01-30 23:20:25.557+00;2026-01
Develop web page - Marketing Assessment (ABM);Ideometry;Web Development;Deliverables;12;;2026-01-30 23:18:27.328+00;2026-01
Encamp Go-Live Punchlist;Encamp - Brand activation project;Web Development;ToDos;;;2026-01-30 21:23:15.266+00;2026-01
Manage web - January;FoxyAI - Creative; digital; web services;Web Development;Deliverables;5;;2026-01-30 20:09:45.095+00;2026-01
Weekly Client Management - (January);Ease - Podcast Services;Account Management;ToDos;;;2026-01-30 20:09:33.44+00;2026-01
Get Familiar with client - Add Management tasks for February;BioSafe - Marketing services;Account Management;ToDos;;;2026-01-30 19:03:16.013+00;2026-01
Tech stack (January);Agrippon - Marketing services;Tech Stack/Ops;Deliverables;14;;2026-01-30 18:28:56.607+00;2026-01
Manage paid media (January);BioSafe - Marketing services;Paid Media;Deliverables;8;;2026-01-30 17:44:15.583+00;2026-01
Tech Stack (January);BioSafe - Marketing services;Tech Stack/Ops;Deliverables;22;;2026-01-30 17:44:04.68+00;2026-01
Manage SEO (January);BioSafe - Marketing services;SEO/AEO;Deliverables;5;;2026-01-30 17:43:46.649+00;2026-01
Manage performance reporting (January);BioSafe - Marketing services;Performance/Reporting;Deliverables;5;;2026-01-30 17:43:24.411+00;2026-01
Manage web (January);BioSafe - Marketing services;Web Development;Deliverables;5;;2026-01-30 17:43:14.151+00;2026-01
Develop web page - SMB;Techmode - Marketing services;Web Development;Deliverables;12;;2026-01-30 17:38:41.109+00;2026-01
Tech stack - January;Aquatic Informatics - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;6;;2026-01-30 17:29:50.769+00;2026-01
Facilitate Client Meetings - January;Aquatic Informatics - Ongoing Marketing Services;Account Management;Deliverables;10;;2026-01-30 17:29:08.082+00;2026-01
Manage SEO (January);Global Shared Services - Marketing Services;SEO/AEO;Deliverables;5;;2026-01-30 17:26:37.352+00;2026-01
Facilitate Client Meetings - January;Ponce Bank - Creative; Digital; and Website Retainer;Account Management;Deliverables;10;;2026-01-30 17:25:33.555+00;2026-01
Develop refreshed outreach sequence for ABM ;Sedra Solutions - Marketing services;ABM;Deliverables;8;;2026-01-30 17:13:05.898+00;2026-01
Facilitate Client Meetings (January);Global Shared Services - Marketing Services;Account Management;Deliverables;10;;2026-01-30 17:05:15.13+00;2026-01
Manage ABM (January);Global Shared Services - Marketing Services;ABM;Deliverables;10;;2026-01-30 17:05:12.515+00;2026-01
Manage web - January;WeFixFreight - Marketing services;Web Development;Deliverables;5;;2026-01-30 16:41:32.358+00;2026-01
Facilitate Client Meetings - January;PTO Exchange - Marketing Services;Account Management;Deliverables;10;;2026-01-30 16:40:42.804+00;2026-01
Manage ABM - January;PTO Exchange - Marketing Services;ABM;Deliverables;10;;2026-01-30 16:40:39.984+00;2026-01
Manage paid media - January;PTO Exchange - Marketing Services;Paid Media;Deliverables;8;;2026-01-30 16:40:37.412+00;2026-01
Tech stack - January;PTO Exchange - Marketing Services;Tech Stack/Ops;Deliverables;21;;2026-01-30 16:40:26.265+00;2026-01
Tech stack - January;WeFixFreight - Marketing services;Tech Stack/Ops;Deliverables;5;;2026-01-30 16:40:21.697+00;2026-01
Manage paid media - January;WeFixFreight - Marketing services;Paid Media;Deliverables;8;;2026-01-30 16:40:18.732+00;2026-01
Facilitate Client Meetings - January;WeFixFreight - Marketing services;Account Management;Deliverables;5;;2026-01-30 16:40:16.517+00;2026-01
Manage paid media;Powerhouse Gym - Creative; digital; website services;Paid Media;Deliverables;4;;2026-01-30 16:40:04.87+00;2026-01
Facilitate Client Meetings - January;Powerhouse Gym - Creative; digital; website services;Account Management;Deliverables;2;;2026-01-30 16:39:53.125+00;2026-01
Manage performance reporting (January);WeFixFreight - Marketing services;Performance/Reporting;Deliverables;5;;2026-01-30 16:39:45.621+00;2026-01
Provide feedback on email blast survey ideas;Hydrian - Marketing services;Content Creation;ToDos;;;2026-01-30 16:33:07.435+00;2026-01
Provide feedback on September newsletter for non-clients (list + platform);Hydrian - Marketing services;Content Creation;ToDos;;;2026-01-30 16:33:03.156+00;2026-01
Tech stack (January);Global Shared Services - Marketing Services;Tech Stack/Ops;Deliverables;15;;2026-01-30 14:37:25.199+00;2026-01
Manage web (January);Global Shared Services - Marketing Services;Web Development;Deliverables;5;;2026-01-30 14:36:05.8+00;2026-01
Build & Integration: Develop data model and custom fields;Ponce Bank - Creative; Digital; and Website Retainer;Tech Stack/Ops;Deliverables;21;;2026-01-30 14:35:32.115+00;2026-01
Manage paid media (January);Hydrian - Marketing services;Paid Media;Deliverables;8;;2026-01-30 14:35:01.923+00;2026-01
86dzevp7q - VITAL - The Flywheel Effect - Ronald Beckner;VITAL - Marketing services;Podcast;Deliverables;10;;2026-01-30 14:24:07.698+00;2026-01
Compile list of all marketing leads;Rugged Robotics - Marketing services;ABM;ToDos;;0.5;2026-01-30 14:17:50.83+00;2026-01
Facilitate Client Meetings (January);Verisk - Marketing services;Account Management;Deliverables;10;;2026-01-30 14:16:50.27+00;2026-01
Manage web (January);Techmode - Marketing services;Web Development;Deliverables;5;;2026-01-30 13:52:34.637+00;2026-01
Facilitate Client Meetings - January;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Account Management;Deliverables;10;;2026-01-30 13:51:15.417+00;2026-01
Update Accounting Careers Board (January);Numeric - Podcast services;Web Development;Deliverables;6;;2026-01-30 13:50:59.617+00;2026-01
Tech stack [January];Gallagher & Mohan - Ongoing Marketing Services - Post AGE;Tech Stack/Ops;Deliverables;7;;2026-01-30 03:36:32.084+00;2026-01
Facilitate Client Meetings [January];Data Assessment Solutions - Ongoing Marketing Services;Account Management;Deliverables;10;;2026-01-30 03:11:25.173+00;2026-01
Manage ABM [January];Data Assessment Solutions - Ongoing Marketing Services;ABM;Deliverables;10;;2026-01-30 03:11:18.956+00;2026-01
Tech stack [January];Data Assessment Solutions - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;16;;2026-01-30 03:11:13.877+00;2026-01
Manage performance reporting (January);Agrippon - Marketing services;Performance/Reporting;Deliverables;5;;2026-01-30 03:10:47.203+00;2026-01
Manage paid media (January);Agrippon - Marketing services;Paid Media;Deliverables;8;;2026-01-30 03:10:40.861+00;2026-01
Facilitate Client Meetings (January);Agrippon - Marketing services;Account Management;Deliverables;10;;2026-01-30 03:10:34.325+00;2026-01
